Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Sicilian Defense: Nyezhmetdinov-Rossolimo, Fianchetto, Gufeld Gambit	Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Gufeld-Gambit	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	Fianchetto Variation	Gufeld Gambit			
Sicilian Defense: Nyezhmetdinov-Rossolimo, Fianchetto, Gurgenidze Variation	Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Gurgenidze-Variation	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	Fianchetto Variation	Gurgenidze Variation			
Sicilian Defense: Nyezhmetdinov-Rossolimo, Fianchetto, Lutikov Gambit	Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Lutikov-Gambit	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	Fianchetto Variation	Lutikov Gambit			
Sicilian Defense: Nyezhmetdinov-Rossolimo, Fianchetto, Totsky Attack	Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Totsky-Attack	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	Fianchetto Variation	Totsky Attack			
Sicilian Defense: Nyezhmetdinov-Rossolimo, Fianchetto Variation	Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Variation	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	Fianchetto Variation				
Sicilian Defense: Nyezhmetdinov-Rossolimo, San Francisco Gambit	Sicilian-Defense-Nyezhmetdinov-Rossolimo-San-Francisco-Gambit	Sicilian Defense	Sicilian Defense	Nyezhmetdinov-Rossolimo Attack	San Francisco Gambit				
Sicilian Defense: O'Kelly, Aronin System	Sicilian-Defense-OKelly-Aronin-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Aronin System				
Sicilian Defense: O'Kelly, Cortlever Gambit	Sicilian-Defense-OKelly-Cortlever-Gambit	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Cortlever Gambit				
Sicilian Defense: O'Kelly, Kieseritzky System	Sicilian-Defense-OKelly-Kieseritzky-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Kieseritzky System				
Sicilian Defense: O'Kelly, Maróczy Bind Formation	Sicilian-Defense-OKelly-Maroczy-Bind-Formation	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Maróczy Bind Formation				
Sicilian Defense: O'Kelly, Maróczy Bind, Geller Line	Sicilian-Defense-OKelly-Maroczy-Bind-Geller-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Maróczy Bind Formation	Geller Line			
Sicilian Defense: O'Kelly, Maróczy Bind, Paulsen Line	Sicilian-Defense-OKelly-Maroczy-Bind-Paulsen-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Maróczy Bind Formation	Paulsen Line			
Sicilian Defense: O'Kelly, Maróczy Bind, Robatsch Line	Sicilian-Defense-OKelly-Maroczy-Bind-Robatsch-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Maróczy Bind Formation	Robatsch Line			
Sicilian Defense: O'Kelly, Normal System	Sicilian-Defense-OKelly-Normal-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Normal System				
Sicilian Defense: O'Kelly, Quiet System	Sicilian-Defense-OKelly-Quiet-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Quiet System				
Sicilian Defense: O'Kelly, Réti System	Sicilian-Defense-OKelly-Reti-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Réti System				
Sicilian Defense: O'Kelly, Smith-Morra Line	Sicilian-Defense-OKelly-Smith-Morra-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Smith-Morra Line				
Sicilian Defense: O'Kelly, Taimanov Line	Sicilian-Defense-OKelly-Taimanov-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Taimanov Line				
Sicilian Defense: O'Kelly Variation	Sicilian-Defense-OKelly-Variation	Sicilian Defense	Sicilian Defense	O'Kelly Variation					
Sicilian Defense: O'Kelly, Venice, Barcza Line	Sicilian-Defense-OKelly-Venice-Barcza-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Venice System	Barcza Line			
Sicilian Defense: O'Kelly, Venice, Gambit Line	Sicilian-Defense-OKelly-Venice-Gambit-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Venice System	Gambit Line			
Sicilian Defense: O'Kelly, Venice, Ljubojević Line	Sicilian-Defense-OKelly-Venice-Ljubojevic-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Venice System	Ljubojević Line			
Sicilian Defense: O'Kelly, Venice, Steiner Line	Sicilian-Defense-OKelly-Venice-Steiner-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Venice System	Steiner Line			
Sicilian Defense: O'Kelly, Venice System	Sicilian-Defense-OKelly-Venice-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Venice System				
Sicilian Defense: O'Kelly, Wing Gambit	Sicilian-Defense-OKelly-Wing-Gambit	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Wing Gambit				
Sicilian Defense: O'Kelly, Yerevan System	Sicilian-Defense-OKelly-Yerevan-System	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Yerevan System				
Sicilian Defense: O'Kelly, Zagorovsky Line	Sicilian-Defense-OKelly-Zagorovsky-Line	Sicilian Defense	Sicilian Defense	O'Kelly Variation	Zagorovsky Line				
Sicilian Defense: Old Sicilian, Open, Accelerated Dragon Variation	Sicilian-Defense-Old-Sicilian-Open-Accelerated-Dragon-Variation	Sicilian Defense	Sicilian Defense	Old Sicilian Variation	Open	Accelerated Dragon Variation			
Sicilian Defense: Old Sicilian Variation	Sicilian-Defense-Old-Sicilian-Variation	Sicilian Defense	Sicilian Defense	Old Sicilian Variation					
Sicilian Defense: Open	Sicilian-Defense-Open	Sicilian Defense	Sicilian Defense	Open					
Sicilian Defense: Open, Accelerated Dragon, Exchange Variation	Sicilian-Defense-Open-Accelerated-Dragon-Exchange-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Exchange Variation			
Sicilian Defense: Open, Accelerated Dragon, Maróczy Bind, Breyer Variation	Sicilian-Defense-Open-Accelerated-Dragon-Maroczy-Bind-Breyer-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Maróczy Bind Formation	Breyer Variation		
Sicilian Defense: Open, Accelerated Dragon, Maróczy Bind Formation	Sicilian-Defense-Open-Accelerated-Dragon-Maroczy-Bind-Formation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Maróczy Bind Formation			
Sicilian Defense: Open, Accelerated Dragon, Maróczy Bind, Gurgenidze Variation	Sicilian-Defense-Open-Accelerated-Dragon-Maroczy-Bind-Gurgenidze-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Maróczy Bind Formation	Gurgenidze Variation		
Sicilian Defense: Open, Accelerated Dragon, Maróczy Bind, Simagin Variation	Sicilian-Defense-Open-Accelerated-Dragon-Maroczy-Bind-Simagin-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Maróczy Bind Formation	Simagin Variation		
Sicilian Defense: Open, Accelerated Dragon, Modern Variation	Sicilian-Defense-Open-Accelerated-Dragon-Modern-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation	Modern Variation			
Sicilian Defense: Open, Accelerated Dragon Variation	Sicilian-Defense-Open-Accelerated-Dragon-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Accelerated Dragon Variation				
Sicilian Defense: Open, Classical, Anti-Sozin Variation	Sicilian-Defense-Open-Classical-Anti-Sozin-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Anti-Sozin Variation			
Sicilian Defense: Open, Classical, Boleslavsky, Louma Variation	Sicilian-Defense-Open-Classical-Boleslavsky-Louma-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Boleslavsky Variation	Louma Variation		
Sicilian Defense: Open, Classical, Boleslavsky Variation	Sicilian-Defense-Open-Classical-Boleslavsky-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Boleslavsky Variation			
Sicilian Defense: Open, Classical, Dragon Transfer Variation	Sicilian-Defense-Open-Classical-Dragon-Transfer-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Dragon Transfer Variation			
Sicilian Defense: Open, Classical, Fianchetto Variation	Sicilian-Defense-Open-Classical-Fianchetto-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Fianchetto Variation			
Sicilian Defense: Open, Classical, Richter-Rauzer, Dragon Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Dragon-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Dragon Variation		
Sicilian Defense: Open, Classical, Richter-Rauzer, Exchange Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Exchange-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Exchange Variation		
Sicilian Defense: Open, Classical, Richter-Rauzer, Ivanov Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Ivanov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Ivanov Variation		
Sicilian Defense: Open, Classical, Richter-Rauzer, Kantscher Line	Sicilian-Defense-Open-Classical-Richter-Rauzer-Kantscher-Line	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Kantscher Line		
Sicilian Defense: Open, Classical, Richter-Rauzer, Modern Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Modern-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Modern Variation		
Sicilian Defense: Open, Classical, Richter-Rauzer, Nyezhmetdinov Attack	Sicilian-Defense-Open-Classical-Richter-Rauzer-Nyezhmetdinov-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Nyezhmetdinov Attack		
Sicilian Defense: Open, Classical, Richter-Rauzer, Podebrady Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Podebrady-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Podebrady Variation		
Sicilian Defense: Open, Classical, Richter-Rauzer Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation			
Sicilian Defense: Open, Classical, Richter-Rauzer, Vītoliņš Variation	Sicilian-Defense-Open-Classical-Richter-Rauzer-Vitolins-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Richter-Rauzer Variation	Vītoliņš Variation		
Sicilian Defense: Open, Classical, Sozin Attack	Sicilian-Defense-Open-Classical-Sozin-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Sozin Attack			
Sicilian Defense: Open, Classical, Sozin, Magnus Smith Trap	Sicilian-Defense-Open-Classical-Sozin-Magnus-Smith-Trap	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Sozin	Magnus Smith Trap		
Sicilian Defense: Open, Classical, Sozin, Magnus Smith Variation	Sicilian-Defense-Open-Classical-Sozin-Magnus-Smith-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Sozin	Magnus Smith Variation		
Sicilian Defense: Open, Classical, Spielmann Variation	Sicilian-Defense-Open-Classical-Spielmann-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Spielmann Variation			
Sicilian Defense: Open, Classical Variation	Sicilian-Defense-Open-Classical-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation				
Sicilian Defense: Open, Classical, Yates Variation	Sicilian-Defense-Open-Classical-Yates-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Classical Variation	Yates Variation			
Sicilian Defense: Open, Dragon, Belezky Line	Sicilian-Defense-Open-Dragon-Belezky-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Belezky Line			
Sicilian Defense: Open, Dragon, Classical, Alekhine Line	Sicilian-Defense-Open-Dragon-Classical-Alekhine-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Alekhine Line		
Sicilian Defense: Open, Dragon, Classical, Alekhine Variation	Sicilian-Defense-Open-Dragon-Classical-Alekhine-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Alekhine Variation		
Sicilian Defense: Open, Dragon, Classical, Amsterdam, Grigoriev Variation	Sicilian-Defense-Open-Dragon-Classical-Amsterdam-Grigoriev-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Amsterdam Variation	Grigoriev Variation	
Sicilian Defense: Open, Dragon, Classical, Amsterdam Variation	Sicilian-Defense-Open-Dragon-Classical-Amsterdam-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Amsterdam Variation		
Sicilian Defense: Open, Dragon, Classical Attack	Sicilian-Defense-Open-Dragon-Classical-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical Attack			
Sicilian Defense: Open, Dragon, Classical, Battery Variation	Sicilian-Defense-Open-Dragon-Classical-Battery-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Battery Variation		
Sicilian Defense: Open, Dragon, Classical, Maróczy Line	Sicilian-Defense-Open-Dragon-Classical-Maroczy-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Maróczy Line		
Sicilian Defense: Open, Dragon, Classical, Maróczy, Spielmann, Bernard Defense	Sicilian-Defense-Open-Dragon-Classical-Maroczy-Spielmann-Bernard-Defense	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Maróczy Line	Spielmann Variation	Bernard Defense
Sicilian Defense: Open, Dragon, Classical, Maróczy, Spielmann Variation	Sicilian-Defense-Open-Dragon-Classical-Maroczy-Spielmann-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Maróczy Line	Spielmann Variation	
Sicilian Defense: Open, Dragon, Classical, Maróczy, Stockholm Attack	Sicilian-Defense-Open-Dragon-Classical-Maroczy-Stockholm-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Maróczy Line	Stockholm Attack	
Sicilian Defense: Open, Dragon, Classical, Nottingham Variation	Sicilian-Defense-Open-Dragon-Classical-Nottingham-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Nottingham Variation		
Sicilian Defense: Open, Dragon, Classical, Tartakower Line	Sicilian-Defense-Open-Dragon-Classical-Tartakower-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Tartakower Line		
Sicilian Defense: Open, Dragon, Classical Variation	Sicilian-Defense-Open-Dragon-Classical-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical Variation			
Sicilian Defense: Open, Dragon, Classical, Zollner Gambit	Sicilian-Defense-Open-Dragon-Classical-Zollner-Gambit	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Classical	Zollner Gambit		
Sicilian Defense: Open, Dragon, Fianchetto Variation	Sicilian-Defense-Open-Dragon-Fianchetto-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Fianchetto Variation			
Sicilian Defense: Open, Dragon, Levenfish, Main Line	Sicilian-Defense-Open-Dragon-Levenfish-Main-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Levenfish Variation	Main Line		
Sicilian Defense: Open, Dragon, Levenfish Variation	Sicilian-Defense-Open-Dragon-Levenfish-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Levenfish Variation			
Sicilian Defense: Open, Dragon, Main Line	Sicilian-Defense-Open-Dragon-Main-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Main Line			
Sicilian Defense: Open, Dragon, Main Line, Byrne Variation	Sicilian-Defense-Open-Dragon-Main-Line-Byrne-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Main Line	Byrne Variation		
Sicilian Defense: Open, Dragon, Main Line, Czerniak Variation	Sicilian-Defense-Open-Dragon-Main-Line-Czerniak-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Main Line	Czerniak Variation		
Sicilian Defense: Open, Dragon, Main Line, Soltis Variation	Sicilian-Defense-Open-Dragon-Main-Line-Soltis-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Main Line	Soltis Variation		
Sicilian Defense: Open, Dragon, Main Line, Sosonko Variation	Sicilian-Defense-Open-Dragon-Main-Line-Sosonko-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Main Line	Sosonko Variation		
Sicilian Defense: Open, Dragon, Old Line	Sicilian-Defense-Open-Dragon-Old-Line	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Old Line			
Sicilian Defense: Open, Dragon, Panov Variation	Sicilian-Defense-Open-Dragon-Panov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Panov Variation			
Sicilian Defense: Open, Dragon, Rauzer Variation	Sicilian-Defense-Open-Dragon-Rauzer-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Rauzer Variation			
Sicilian Defense: Open, Dragon, Topalov Variation	Sicilian-Defense-Open-Dragon-Topalov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Topalov Variation			
Sicilian Defense: Open, Dragon Variation	Sicilian-Defense-Open-Dragon-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Dragon Variation				
Sicilian Defense: Open, Dragon, Yugoslav Attack	Sicilian-Defense-Open-Dragon-Yugoslav-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Dragon	Yugoslav Attack			
Sicilian Defense: Open, Flohr Variation	Sicilian-Defense-Open-Flohr-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Flohr Variation				
Sicilian Defense: Open, Franco-Sicilian Variation	Sicilian-Defense-Open-Franco-Sicilian-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Franco-Sicilian Variation				
Sicilian Defense: Open, Ginsberg Gambit	Sicilian-Defense-Open-Ginsberg-Gambit	Sicilian Defense	Sicilian Defense	Open Variation	Ginsberg Gambit				
Sicilian Defense: Open, Godiva Variation	Sicilian-Defense-Open-Godiva-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Godiva Variation				
Sicilian Defense: Open, Kupreichik Variation	Sicilian-Defense-Open-Kupreichik-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Kupreichik Variation				
Sicilian Defense: Open, Löwenthal, Kalashnikov Variation	Sicilian-Defense-Open-Lowenthal-Kalashnikov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Löwenthal Variation	Kalashnikov Variation			
Sicilian Defense: Open, Löwenthal Variation	Sicilian-Defense-Open-Lowenthal-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Löwenthal Variation				
Sicilian Defense: Open, Najdorf, Adams' Attack	Sicilian-Defense-Open-Najdorf-Adams-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Adams' Attack			
Sicilian Defense: Open, Najdorf, Amsterdam Variation	Sicilian-Defense-Open-Najdorf-Amsterdam-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Amsterdam Variation			
Sicilian Defense: Open, Najdorf, Anti-English Variation	Sicilian-Defense-Open-Najdorf-Anti-English-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Anti-English Variation			
Sicilian Defense: Open, Najdorf, Browne Variation	Sicilian-Defense-Open-Najdorf-Browne-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Browne Variation			
Sicilian Defense: Open, Najdorf, Dekker Gambit	Sicilian-Defense-Open-Najdorf-Dekker-Gambit	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Dekker Gambit			
Sicilian Defense: Open, Najdorf, English Attack	Sicilian-Defense-Open-Najdorf-English-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	English Attack			
Sicilian Defense: Open, Najdorf, Freak Attack	Sicilian-Defense-Open-Najdorf-Freak-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Freak Attack			
Sicilian Defense: Open, Najdorf, Göteborg Variation	Sicilian-Defense-Open-Najdorf-Goteborg-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Göteborg Variation			
Sicilian Defense: Open, Najdorf, Ivkov Variation	Sicilian-Defense-Open-Najdorf-Ivkov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Ivkov Variation			
Sicilian Defense: Open, Najdorf, Lipnitsky Attack	Sicilian-Defense-Open-Najdorf-Lipnitsky-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Lipnitsky Attack			
Sicilian Defense: Open, Najdorf, Main Line	Sicilian-Defense-Open-Najdorf-Main-Line	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Main Line			
Sicilian Defense: Open, Najdorf, Neo-Classical Defense	Sicilian-Defense-Open-Najdorf-Neo-Classical-Defense	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Neo-Classical Defense			
Sicilian Defense: Open, Najdorf, Opočenský, Modern Line	Sicilian-Defense-Open-Najdorf-Opocensky-Modern-Line	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Opočenský Variation	Modern Line		
Sicilian Defense: Open, Najdorf, Opočenský, Traditional Line	Sicilian-Defense-Open-Najdorf-Opocensky-Traditional-Line	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Opočenský Variation	Traditional Line		
Sicilian Defense: Open, Najdorf, Opočenský Variation	Sicilian-Defense-Open-Najdorf-Opocensky-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Opočenský Variation			
Sicilian Defense: Open, Najdorf, Poisoned Pawn Variation	Sicilian-Defense-Open-Najdorf-Poisoned-Pawn-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Poisoned Pawn Variation			
Sicilian Defense: Open, Najdorf, Poisoned Pawn Variation Accepted	Sicilian-Defense-Open-Najdorf-Poisoned-Pawn-Variation-Accepted	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Poisoned Pawn Variation Accepted			
Sicilian Defense: Open, Najdorf, Polugaevsky, Simagin Variation	Sicilian-Defense-Open-Najdorf-Polugaevsky-Simagin-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Polugaevsky Variation	Simagin Variation		
Sicilian Defense: Open, Najdorf, Polugaevsky Variation	Sicilian-Defense-Open-Najdorf-Polugaevsky-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Polugaevsky Variation			
Sicilian Defense: Open, Najdorf, Traditional Line	Sicilian-Defense-Open-Najdorf-Traditional-Line	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Traditional Line			
Sicilian Defense: Open, Najdorf Variation	Sicilian-Defense-Open-Najdorf-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation				
Sicilian Defense: Open, Najdorf, Zagreb Variation	Sicilian-Defense-Open-Najdorf-Zagreb-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Najdorf Variation	Zagreb Variation			
Sicilian Defense: Open, Nimzo-American Variation	Sicilian-Defense-Open-Nimzo-American-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Nimzo-American Variation				
Sicilian Defense: Open, Pelikán and Sveshnikov, Bird Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Bird-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Bird Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Chelyabinsk Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Chelyabinsk-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Chelyabinsk Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Exchange Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Exchange-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Exchange Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Novosibirsk Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Novosibirsk-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Novosibirsk Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Peresypkin's Sacrifice Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Peresypkins-Sacrifice-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Peresypkin's Sacrifice Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Retreat Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Retreat-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Retreat Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov, Schlechter Variation	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Schlechter-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations	Schlechter Variation			
Sicilian Defense: Open, Pelikán and Sveshnikov Variations	Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Variations	Sicilian Defense	Sicilian Defense	Open Variation	Pelikán and Sveshnikov Variations				
Sicilian Defense: Open, Prins Variation	Sicilian-Defense-Open-Prins-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Prins Variation				
Sicilian Defense: Open, Prins, Venice Attack	Sicilian-Defense-Open-Prins-Venice-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Prins Variation	Venice Attack			
Sicilian Defense: Open, Scheveningen, Classical, Paulsen Variation	Sicilian-Defense-Open-Scheveningen-Classical-Paulsen-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Classical	Paulsen Variation		
Sicilian Defense: Open, Scheveningen, Classical Variation	Sicilian-Defense-Open-Scheveningen-Classical-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Classical Variation			
Sicilian Defense: Open, Scheveningen, Delayed Keres Attack	Sicilian-Defense-Open-Scheveningen-Delayed-Keres-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Delayed Keres Attack			
Sicilian Defense: Open, Scheveningen, Delayed Keres, Perényi Gambit	Sicilian-Defense-Open-Scheveningen-Delayed-Keres-Perenyi-Gambit	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Delayed Keres Attack	Perényi Gambit		
Sicilian Defense: Open, Scheveningen, English Attack	Sicilian-Defense-Open-Scheveningen-English-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	English Attack			
Sicilian Defense: Open, Scheveningen, English Attack with 7.f3	Sicilian-Defense-Open-Scheveningen-English-Attack-with-7-f3	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	English Attack	with 7.f3		
Sicilian Defense: Open, Scheveningen, Fianchetto Variation	Sicilian-Defense-Open-Scheveningen-Fianchetto-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Fianchetto Variation			
Sicilian Defense: Open, Scheveningen, Keres Attack	Sicilian-Defense-Open-Scheveningen-Keres-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Keres Attack			
